0,20,0,20
0,20,20,40
0,20,40,60
0,20,60,80
0,20,80,100
0,20,100,120
0,20,120,140
0,20,140,160
0,20,160,180
0,20,180,200
0,20,200,220
0,20,220,240
0,20,240,260
0,20,260,280
0,20,280,300
0,20,300,320
0,20,320,340
0,20,340,360
20,40,0,20
20,40,20,40
20,40,40,60
20,40,60,80
20,40,80,100
20,40,100,120
20,40,120,140
20,40,140,160
20,40,160,180
20,40,180,200
20,40,200,220
20,40,220,240
20,40,240,260
20,40,260,280
20,40,280,300
20,40,300,320
20,40,320,340
20,40,340,360
40,60,0,20
40,60,20,40
40,60,40,60
40,60,60,80
40,60,80,100
40,60,100,120
40,60,120,140
40,60,140,160
40,60,160,180
40,60,180,200
40,60,200,220
40,60,220,240
40,60,240,260
40,60,260,280
40,60,280,300
40,60,300,320
40,60,320,340
40,60,340,360
60,80,0,20
60,80,20,40
60,80,40,60
60,80,60,80
60,80,80,100
60,80,100,120
60,80,120,140
60,80,140,160
60,80,160,180
60,80,180,200
60,80,200,220
60,80,220,240
60,80,240,260
60,80,260,280
60,80,280,300
60,80,300,320
60,80,320,340
60,80,340,360
70,89,0,20
70,89,20,40
70,89,40,60
70,89,60,80
70,89,80,100
70,89,100,120
70,89,120,140
70,89,140,160
70,89,160,180
70,89,180,200
70,89,200,220
70,89,220,240
70,89,240,260
70,89,260,280
70,89,280,300
70,89,300,320
70,89,320,340
70,89,340,360
70,89,0,359
